id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
14787408,RIGHT AT HOME IN THE HEART OF EVERYTHING,1433887,Daniel,,Wilton Manors,26.15933,-80.1293,Private room,65,2,52,2019-07-12,1.56,3,176
14790554,1 bed 1 bath cozy queen,92370687,Brittany,,Plantation,26.1343,-80.29544,Private room,75,1,0,,,1,362
14804641,Luxury & Exclusive Apartment On the Beach,92495726,Pilar,,Hallandale Beach,25.98599,-80.11931,Entire home/apt,190,30,3,2018-12-07,0.11,1,365
14805922,Quiet residential convenience,92509183,Charles,,Dania Beach,26.05867,-80.16982,Private room,40,1,367,2019-07-07,10.69,1,83
14806681,Studio apt. Close to downtown  covered parking.,92511736,Paul,,Fort Lauderdale,26.11142,-80.1599,Entire home/apt,55,1,38,2019-07-07,5.76,1,136
14818276,Studio/Private Room with Pool in Pompano Beach,92626381,Lenka,,Pompano Beach,26.22452,-80.11814,Entire home/apt,60,1,34,2019-03-17,1.13,1,365
14821153,Private Home,92656683,Joanne,,Fort Lauderdale,26.10536,-80.14072,Entire home/apt,150,7,22,2019-03-09,0.75,1,83
14827890,TOWNHOUSE (ocean 1 min walk) for 6 people +,58386800,Eugenia,,Hollywood,26.00891,-80.11714,Entire home/apt,150,10,21,2019-05-31,0.73,2,159
14835815,Fun in the sun- Wyndham Sea Gardens,62563056,Endless Resort Options,,Pompano Beach,26.24155,-80.08781,Entire home/apt,175,3,0,,,1,364
14836959,BTSVV ALLURE-WATERFRONT-PRIVATE HTD POOL-NEAR BCH,42613715,By The Sea Vacation Villas,,Fort Lauderdale,26.16489,-80.10999,Entire home/apt,350,2,23,2019-06-30,0.82,27,290
14851168,4Br LUXURY VILLA LA MER located on the Beach,59828848,Ghislain,,Fort Lauderdale,26.16323,-80.10062,Entire home/apt,379,3,37,2019-07-05,1.18,4,228
14852060,BTSVV MARINA-WATERFRONT-PRIVATE HTD POOL-WALK BCH,42613715,By The Sea Vacation Villas,,Lauderdale By The Sea,26.21569,-80.09625,Entire home/apt,400,7,6,2019-04-28,0.26,27,228
14852837,BTSVV PORTOFINO-WATERFRONT-PRIVATE HTD POOL-5 BED,42613715,By The Sea Vacation Villas,,Fort Lauderdale,26.19583,-80.10589,Entire home/apt,425,2,13,2019-06-16,0.39,27,220
14852978,BTSVV RIVIERA-WATERFRONT-PRIVATE HEATED POOL-3 BED,42613715,By The Sea Vacation Villas,,Fort Lauderdale,26.17697,-80.10189,Entire home/apt,399,2,9,2019-07-07,0.35,27,191
14853267,BTSVV SANTABARBARA-WATERFRONT-PRIVATE HTD POOL,42613715,By The Sea Vacation Villas,,Pompano Beach,26.22425,-80.10019,Entire home/apt,425,2,14,2019-05-20,0.49,27,218
14853519,BTSVV TRES BONITAS-WATERFRONT-PRIVATE POOL-6 BED,42613715,By The Sea Vacation Villas,,Fort Lauderdale,26.16292,-80.10379,Entire home/apt,450,2,23,2019-06-23,0.89,27,214
14853737,HEATED POOL!  Walk to LBTS Beach & Restaurants!,14501987,Andy,,Lauderdale By The Sea,26.19673,-80.10009,Entire home/apt,286,3,18,2019-04-20,0.54,17,276
14853815,BTSVV GRENADA 34-PRIVATE HTD POOL-WALK TO BEACH,42613715,By The Sea Vacation Villas,,Lauderdale By The Sea,26.19146,-80.09759,Entire home/apt,299,2,11,2019-04-09,0.39,27,281
14853937,BTSVV MARGARITA-PRIVATE HTD POOL-WALK TO BEACH,42613715,By The Sea Vacation Villas,,Lauderdale By The Sea,26.19018,-80.09605,Entire home/apt,325,2,21,2019-06-25,0.72,27,272
14854436,BTSVV SBV41-HTD POOL+SPA-1 MILE TO BEACH,42613715,By The Sea Vacation Villas,,Pompano Beach,26.22596,-80.09946,Entire home/apt,205,2,30,2019-06-30,1.17,27,326
14854476,BTSVV SBV49-HTD POOL+SPA-1 MILE TO BEACH-3 BED,42613715,By The Sea Vacation Villas,,Pompano Beach,26.22738,-80.09927,Entire home/apt,209,2,25,2019-07-11,0.87,27,315
14854554,BTSVV SEAWARD B-OCEANFRONT-HTD POOL-DIRECT VIEWS,42613715,By The Sea Vacation Villas,,Lauderdale By The Sea,26.1856,-80.09644,Entire home/apt,250,7,7,2019-01-12,0.73,27,212
14854733,BTSVV'S VISTA 7-PRIVATE HTD POOL-WALK TO BEACH,42613715,By The Sea Vacation Villas,,Lauderdale By The Sea,26.18991,-80.09721,Entire home/apt,295,7,20,2019-06-29,0.73,27,304
14856107,Beachwalk Resort - Luxurious & Spacious 3/3 Condo,93012131,Bianca,,Hallandale Beach,25.98678,-80.1225,Entire home/apt,285,3,46,2019-07-01,1.49,4,270
14856547,Modern Luxury Beach Hotel 2 Bedroom with Den + Views 1602,38781529,Jeffrey,,Fort Lauderdale,26.12907,-80.10438,Entire home/apt,185,2,33,2019-06-17,0.99,34,328
14859630,"Studio: Heart of Wilton Manors, FL (Ft Lauderdale)",20243470,Troy,,Wilton Manors,26.15924,-80.13215,Entire home/apt,79,3,33,2019-05-26,1.06,1,220
14868145,Beach Club Condo at Hallandale Beach,40395657,Werner,,Hallandale Beach,25.98571,-80.119,Entire home/apt,250,30,1,2017-10-24,0.05,1,87
14870754,Studio on the beach,29238622,Elin & Ben,,Fort Lauderdale,26.16792,-80.09884,Entire home/apt,92,2,149,2019-07-06,4.38,2,351
14881441,Waterfront Estate Paradise- Lighthouse Point,22580003,Collette,,Lighthouse Point,26.28997,-80.09382,Entire home/apt,600,4,19,2019-05-06,0.55,1,252
14886483,Amazing salt water pool home in Ft Lauderdale area,29245371,Martha,,Lighthouse Point,26.2642,-80.08966,Entire home/apt,225,3,5,2019-05-18,0.16,2,271
14914256,A Luxury Barn with Steam & jacuzzi,33870641,Willie,,Southwest Ranches,26.04759,-80.33759,Entire home/apt,95,1,78,2019-07-13,2.34,5,296
14915313,2bd 2bath apartment in Miramar,25538756,Bryant,,Miramar,25.9819,-80.30001,Private room,100,1,0,,,1,180
14917897,The Ultimate Beach House,13037149,Doug,,Fort Lauderdale,26.15098,-80.10214,Entire home/apt,1100,3,14,2019-07-07,0.45,1,276
14923931,Private Elegant Efficiency in Wilton Manors.,39194434,Federico J,,Wilton Manors,26.16038,-80.14516,Entire home/apt,75,3,41,2019-01-01,1.23,7,286
14929625,BEACH CLUB ON THE BEACH 5-STAR 3/3,2001930,Dmitri,,Hallandale Beach,25.98448,-80.11875,Entire home/apt,495,14,0,,,44,364
14929955,Come to the sea! Superb apartment 2/2!!J,29028383,Amden,,Hallandale Beach,25.98635,-80.1178,Entire home/apt,189,3,9,2018-10-30,0.26,5,331
14931764,Comfortable Room in Deerfield Beach,91277204,Sol,,Deerfield Beach,26.30352,-80.11142,Private room,33,3,3,2018-05-11,0.09,1,295
14947242,Great Vacation Stay w/ Private Pool & Spa,53233276,Brandin,,Wilton Manors,26.16289,-80.15322,Entire home/apt,159,2,61,2019-06-30,1.78,1,154
14951117,Grace's Private Room,90085093,Grace,,North Lauderdale,26.20247,-80.20651,Private room,40,50,19,2019-04-19,0.55,1,337
14952359,1 Bedroom apartment great for a couple or 2!,48683393,Dawn,,Oakland Park,26.17195,-80.13613,Entire home/apt,125,2,95,2019-07-03,2.99,5,152
14956961,Beautiful park like setting 2/1 on fenced acreage.,90778158,Debbie & Grady,,Coconut Creek,26.32197,-80.19461,Private room,115,1,28,2019-05-12,0.90,3,328
14965758,Victoria Lofts Townhouse,22713261,Robert,,Fort Lauderdale,26.13495,-80.11997,Entire home/apt,142,210,0,,,1,358
14975857,Paradise in Hollywood,22449598,Teri,,Hollywood,26.01177,-80.15513,Private room,99,1,0,,,1,365
14976774,Quiet Private Cottage Close To All The Fun,94353702,Louis,,Fort Lauderdale,26.1481,-80.14452,Entire home/apt,115,2,5,2019-04-08,0.28,1,363
14976932,"❤️#4:  Close to Beach, Airport and Las Olas",4246703,Matthew,,Fort Lauderdale,26.1392,-80.12792,Entire home/apt,60,1,245,2019-07-05,7.20,25,320
14994760,"Aloha Hollywood, FL#1",94547570,Shirel & Sons,,Hollywood,26.00316,-80.14765,Entire home/apt,95,2,157,2019-07-05,4.58,6,344
15000361,JUNE SPECIAL 1 BED 1 BATH  COMPLETE APARTMENT,27557057,Isabel,,Miramar,25.98748,-80.30556,Entire home/apt,94,7,5,2018-10-15,0.19,4,19
15002465,Beach Walk Resort  De Lux,32573006,Roberto,,Hallandale Beach,25.98647,-80.12315,Entire home/apt,229,2,46,2019-05-13,1.37,5,346
15003290,Quiet and Comfy Weekly Retreat,53346329,Phil,,Coconut Creek,26.27542,-80.17905,Private room,75,3,0,,,1,364
15007976,3 Bdr new build near airport/beach,53286982,Bob,,Fort Lauderdale,26.12907,-80.12619,Entire home/apt,310,4,20,2019-05-13,0.64,1,149
15023039,Beautiful apartment Hollywood beach,94821255,Elizabeth,,Hollywood,26.01549,-80.11522,Entire home/apt,130,3,37,2019-07-10,1.08,1,259
15031701,Entire apartment near  everything  no hidden fees,93339410,Ramon,,Hollywood,26.01191,-80.23127,Entire home/apt,85,3,38,2019-03-27,1.23,2,365
15052478,"Pool Hm near Hard Rock Stadium, Miami Open & Beach",345885,Melissa,,Miramar,25.97803,-80.23812,Entire home/apt,289,3,2,2019-03-18,0.48,6,179
15056444,Directly on Beach BIG 2/2corner condo-hotel Resort,95173018,Justin,,Fort Lauderdale,26.17773,-80.09747,Entire home/apt,249,1,44,2019-04-22,1.49,1,155
15059611,BEACHWALK 31st. Floor - Incredible View,14310639,Enrico,,Hallandale Beach,25.98645,-80.12229,Entire home/apt,279,2,36,2019-05-13,1.10,88,90
15065967,Villa #1- Beautiful studio with 2 Queen Beds,37221403,Gustavo,,Fort Lauderdale,26.14392,-80.11277,Private room,80,1,191,2019-05-13,6.29,8,0
15066585,"Vacation Village at Weston: 2-BR Lockoff, Sleeps 8",27042710,Igor,,Weston,26.12595,-80.3729,Entire home/apt,225,7,3,2017-12-30,0.10,13,365
15067288,Charming Ft Lauderdale Getaway,95005651,Daniel,,Fort Lauderdale,26.14128,-80.12887,Entire home/apt,300,4,6,2018-10-13,0.20,1,296
15067455,Lighthouse Cove Dates are 4/19/19-4/26/19  only,24413804,Marci,,Pompano Beach,26.25153,-80.08472,Entire home/apt,100,7,2,2017-04-28,0.06,1,363
15069423,Villa #3- Beautiful king-size room,37221403,Gustavo,,Fort Lauderdale,26.14485,-80.11155,Private room,80,1,186,2019-06-29,6.32,8,342
15070101,Villa #7- Beautiful 2bed/2bath Apartment,37221403,Gustavo,,Fort Lauderdale,26.14423,-80.11307,Entire home/apt,140,2,107,2019-06-23,3.60,8,321
15087319,"The Guest Nest - cozy private room/bath - Wifi, TV",81266146,Miriam,,Davie,26.0446,-80.24813,Private room,48,1,104,2019-07-12,3.10,1,151
15096004,Entire Teak Yacht Ft. Lauderdale / Miami / Keys,95570132,Kyla / Jonah,,Fort Lauderdale,26.11099,-80.10925,Entire home/apt,89,1,149,2019-06-23,4.43,2,349
15096919,S FL Home away from home! 2nts min July 18-30,29687886,Vanessa,,Pembroke Pines,26.03052,-80.25751,Entire home/apt,45,6,59,2019-06-28,1.73,1,80
15098470,Lush Garden Oasis Minutes to Beaches/Wilton Manors,12061448,Larry,,Oakland Park,26.17464,-80.1247,Entire home/apt,199,4,37,2019-06-10,1.24,11,73
15098488,Waterfront Luxury Estate,136295,Hania,,Fort Lauderdale,26.12762,-80.11839,Entire home/apt,750,3,4,2018-06-03,0.21,6,364
15099593,"Aloha Hollywood, FL#2",94547570,Shirel & Sons,,Hollywood,26.00294,-80.14645,Entire home/apt,95,2,144,2019-06-28,4.30,6,349
15099625,"Aloha Hollywood,FL#3",94547570,Shirel & Sons,,Hollywood,26.00217,-80.14789,Entire home/apt,95,2,129,2019-06-25,3.76,6,358
15099894,"Aloha Hollywood ,FL#4",94547570,Shirel & Sons,,Hollywood,26.0027,-80.14735,Entire home/apt,129,2,153,2019-06-24,4.58,6,252
15109201,TROPICOLOR,65106292,Soelyr,,Pompano Beach,26.22856,-80.09214,Entire home/apt,90,28,6,2018-03-01,0.20,1,0
15110998,AMAZING 2 bedroom 2 bath unit on the beach,29765768,Samrat,,Hallandale Beach,25.97972,-80.12068,Entire home/apt,79,29,3,2019-03-19,0.09,1,304
15123883,Luxury Beach Townhouse steps from the beach!,50726233,Camilla,,Pompano Beach,26.23998,-80.08933,Entire home/apt,275,5,13,2018-11-26,0.42,1,178
15124082,"1:Windward Escape 4/3:  5 Min Walk to Beaches, Heated Pool!",83572025,Casey,,Lauderdale By The Sea,26.20919,-80.09745,Entire home/apt,170,7,13,2019-02-10,0.42,24,319
15139826,Gorgeous Las Olas Loft - Downtown Fort Lauderdale,35075530,Heidi,,Fort Lauderdale,26.11781,-80.1502,Entire home/apt,111,1,159,2019-07-09,4.65,7,142
15148494,"FH(GHH)3B/2B Pool,Gardens,Butterflies,Walk to dine",43427041,Jeffery,,Wilton Manors,26.15986,-80.14164,Entire home/apt,155,3,12,2018-08-07,0.39,18,296
15156375,Hollywood 2 bedroom Beach access Wifi& Parking,7251083,Tali,,Hollywood,25.98889,-80.1186,Entire home/apt,120,3,42,2019-03-31,1.36,2,354
15172679,Modern Luxury Beach Hotel Large 2 Bedroom with Views 2009,38781529,Jeffrey,,Fort Lauderdale,26.1294,-80.10511,Entire home/apt,165,2,20,2019-04-15,0.60,34,309
15173962,"Spacious, 3rooms, beach: 0.2mile, F.Lauderdale",28939001,Olivier,,Fort Lauderdale,26.16541,-80.09969,Entire home/apt,150,3,69,2019-07-07,2.23,6,251
15176357,New & decorated  privet condo# 102,49213071,Maor,,Oakland Park,26.18309,-80.12045,Entire home/apt,99,1,119,2019-06-30,3.77,11,327
15179515,Tropical Studio Apartment w/Resort Style Pool,95491385,Trevor,,Oakland Park,26.17039,-80.13791,Entire home/apt,55,1,145,2019-06-26,4.28,2,42
15186952,Mark Prince Apt 3 Monthly Rental,41740769,Mark,,Hallandale Beach,25.9899,-80.14391,Entire home/apt,60,30,8,2018-08-10,0.26,3,252
15188666,Beautiful Luxury Long Term Seasonal/Annual 6-12Mos,96423715,Linda,,Lauderhill,26.17228,-80.22837,Entire home/apt,64,187,0,,,1,358
15205321,Beach Walk Resort De Lux B,32573006,Roberto,,Hallandale Beach,25.98659,-80.1222,Private room,189,2,0,,,5,303
15206891,Ground Floor 2 bedroom 2 bath Condo,96590417,Angelina,,Deerfield Beach,26.31955,-80.14673,Entire home/apt,100,30,18,2019-05-02,0.63,5,77
15213147,All day summer,94424112,Elizabeth,,Hollywood,26.00699,-80.11841,Entire home/apt,100,183,1,2016-12-30,0.03,1,358
15219374,PERFECT WATERFRONT POOL HOME- 5 min Drive to Beach,95345600,Janet,,Pompano Beach,26.23476,-80.1122,Entire home/apt,275,5,13,2019-05-30,0.38,11,294
15228622,Brand New Property LONG TERM - 90 DAYS MINIMUM,67251043,Rom,,Fort Lauderdale,26.13545,-80.12506,Entire home/apt,90,30,0,,,1,364
15230577,Nice and Quiet 2 bedroom 2 bath condo,96590417,Angelina,,Deerfield Beach,26.31851,-80.14467,Entire home/apt,90,21,19,2019-05-19,0.65,5,84
15231238,Gorgeous 2 Bedroom 2 Bath Condo,96590417,Angelina,,Deerfield Beach,26.31791,-80.14647,Entire home/apt,115,7,13,2019-06-11,0.61,5,86
15238097,CASA NAVARRO on Las Olas Isles,79551923,Garrett,,Fort Lauderdale,26.12126,-80.12244,Entire home/apt,850,3,14,2019-04-15,0.46,1,359
15238517,Urban oasis close to everything--full size bed,32089894,Dave,,Hollywood,26.02722,-80.18199,Private room,25,1,107,2019-05-26,3.19,2,58
15248884,LunaSea Unit-2 Full 1 Bed / 1 Bath,80914824,Alan,,Fort Lauderdale,26.11184,-80.13855,Entire home/apt,79,1,218,2019-06-22,6.99,7,324
15253542,Artistic Zen Florida Home,97008207,Gregory,,Hollywood,26.01974,-80.19008,Entire home/apt,195,2,55,2019-06-25,2.05,1,342
15253887,Sunny Home Less Than 10 Minutes from the Beach!,32135843,Alicea,,Pompano Beach,26.26597,-80.10629,Entire home/apt,75,1,25,2019-07-07,1.37,1,280
15258121,Very private.Good location.,37934064,Addy,,Plantation,26.11759,-80.29906,Private room,80,2,41,2019-06-19,1.43,1,85
15260906,Lovely pool home in Miramar,70734254,Murphy & Janet,,Miramar,25.97718,-80.22599,Entire home/apt,200,3,79,2019-07-05,2.87,3,272
15267796,Beach Club amazing apt on the beach,13621838,Alexandra,,Hallandale Beach,25.98413,-80.11919,Entire home/apt,170,180,1,2017-02-24,0.03,1,365
15269230,Marriott Ft Lauderdale Luxury 2BD villa sleeps 8,19056065,Tony,,Fort Lauderdale,26.12272,-80.10549,Entire home/apt,210,1,12,2019-05-19,0.42,3,80
15269364,Marriott Ft Lauderdale Luxury 1BD villa sleeps 4,19056065,Tony,,Fort Lauderdale,26.12148,-80.10436,Entire home/apt,160,1,29,2019-06-24,0.88,3,90
15270207,POMPANO BEACH FOR 6 GUESTS,11256923,One Homes,,Pompano Beach,26.22235,-80.09258,Entire home/apt,145,2,0,,,1,336
15299409,"WHEN YOU'RE HERE IT'S ""ANOTHER DAY IN PARADISE""",95345600,Janet,,Fort Lauderdale,26.20767,-80.19214,Entire home/apt,220,5,10,2019-04-20,0.33,11,358
15301553,South Florida in February -  Studio in Weston,69695870,Peter,,Weston,26.12328,-80.38413,Entire home/apt,119,2,0,,,1,13
15307081,Luxurious Studio Perfectly Located!,19883342,Juan,,Hallandale Beach,25.98601,-80.12695,Entire home/apt,98,500,92,2018-04-12,2.74,1,0
15307798,Direct Intracoastal Location Spacious Beach Condo,24661067,Jennifer,,Hollywood,25.99991,-80.11839,Entire home/apt,92,14,14,2019-05-29,0.46,1,309
15311479,Marriott Ft Lauderdale  Luxury Studio sleeps 4,19056065,Tony,,Fort Lauderdale,26.12242,-80.10614,Entire home/apt,125,1,57,2019-07-08,1.71,3,73
15314124,Condo Ft Lauderdale * Spectacular view,17298535,Roland,,Fort Lauderdale,26.12844,-80.10559,Entire home/apt,125,30,6,2019-01-31,0.21,1,112
15320810,"Vacation Village at Bonaventure: 2-BR, Sleeps 8",27042710,Igor,,Weston,26.12756,-80.37344,Entire home/apt,225,7,1,2019-01-06,0.16,13,365
15322076,Big Studio / Best of Hollywood  (#O6),4610224,Happiness,,Hollywood,26.00883,-80.14003,Entire home/apt,89,1,83,2019-04-14,2.72,2,365
15323479,Gorgeous Getaway Close to Beach!  (#O2),4610224,Happiness,,Hollywood,26.00775,-80.13884,Private room,58,1,54,2019-05-27,1.75,2,365
15333550,Pompano Beach Getaway,96277895,Karine,,Pompano Beach,26.25511,-80.09756,Entire home/apt,159,3,55,2019-07-09,1.68,2,283
15342761,"Quiet Comfortable bedroom in Sunrise, Florida",97828197,Karen,,Sunrise,26.17339,-80.27749,Private room,45,1,163,2019-07-07,4.88,1,297
15344788,beautiful/spacious 2 bedroom duplex,90696246,John,,Hollywood,26.00715,-80.18017,Entire home/apt,83,3,81,2019-07-10,2.43,1,242
15357224,Host Family 2,26200908,Josi,,Unincorporated,26.10607,-80.21331,Private room,40,2,38,2019-06-07,1.20,2,0
15361443,Rustic meets beachy in Wilton Manors!,48683393,Dawn,,Wilton Manors,26.15406,-80.13829,Entire home/apt,130,2,143,2019-07-06,4.26,5,39
15373297,Audrey Place Unit 2,98207511,Michael,,Wilton Manors,26.1615,-80.13525,Entire home/apt,80,6,28,2019-06-16,0.92,4,322
15374084,Audrey Place Unit 3,98207511,Michael,,Wilton Manors,26.16198,-80.13507,Entire home/apt,145,28,2,2018-11-02,0.07,4,217
15377198,Audrey Place Unit 1,98207511,Michael,,Wilton Manors,26.16159,-80.13537,Entire home/apt,150,28,2,2018-05-09,0.13,4,255
15377199,The Cottage at Audrey Place,98207511,Michael,,Wilton Manors,26.1616,-80.13541,Entire home/apt,150,28,5,2018-12-01,0.16,4,185
15391273,MODERN ESTATE/POOL/GRILL/BBALL CT/HEATED POOL/MIA!,29537330,Dan,,Hollywood,26.0128,-80.18337,Entire home/apt,949,3,65,2019-07-01,1.93,14,298
15395680,West Broward beauty spot,98419691,Patricia,,Tamarac,26.21585,-80.27154,Private room,80,2,0,,,1,363
15411448,"Awesome Private Room, close to great amenities!!",98702277,Lee,,Coconut Creek,26.29015,-80.18163,Private room,39,3,28,2018-06-13,0.85,2,162
15412389,SUNSET APARTMENTS,53592518,Monika,,Pompano Beach,26.23764,-80.09174,Entire home/apt,150,7,0,,,1,362
15423348,1bedroom1bath with lots of goods,88171521,Val And Marie,,Miramar,25.99051,-80.30357,Private room,100,1,2,2018-05-15,0.06,1,365
15429417,"Hollywood-Ft.Lauderdale Beaches,Airport,Cruise Prt",98909290,Rosa M.,,Hollywood,26.01503,-80.22823,Entire home/apt,119,2,64,2019-03-05,2.16,1,333
15445385,Paradise by the Sea,29238622,Elin & Ben,,Fort Lauderdale,26.16611,-80.09847,Entire home/apt,234,2,29,2019-05-31,0.90,2,305
15446403,New Kid on the Block! Modern 1 BD Apt. Near Beach,90822688,Mercedes,,Hollywood,26.03099,-80.14017,Entire home/apt,77,3,20,2019-05-02,0.63,1,162
15447628,Welcome to Paradise in Fort Lauderdale Florida,89814814,Bonnie,,Fort Lauderdale,26.14296,-80.11259,Entire home/apt,800,1,18,2017-06-28,0.54,1,180
15447948,WONDERFUL REMODELED BEACH FRONT APT!,99084987,Josefina,,Hollywood,26.0095,-80.11752,Entire home/apt,136,7,4,2018-04-07,0.14,1,358
15448204,Limbo Gardens,4475087,Chadwicke,,Fort Lauderdale,26.14095,-80.11311,Entire home/apt,269,2,64,2019-06-30,1.94,1,260
15452629,Private entrance room/pool-Close to Beach-Shopping,99125370,Mike,,Fort Lauderdale,26.14206,-80.12371,Private room,57,1,290,2019-06-29,8.86,3,149
15460151,Studio in Las Olas near Fort Lauderdale Beach,48151099,Karen,,Fort Lauderdale,26.12574,-80.12209,Entire home/apt,69,3,131,2019-06-24,3.93,7,82
15461647,"Tropical Dream, all NEW, private Oasis,Pool+SPA",1557618,Claudia,,Wilton Manors,26.16123,-80.12863,Entire home/apt,314,3,43,2019-07-04,1.34,2,304
15483407,Waterfront gem w/ HOT TUB+ KAYAKS!,71477943,Ariel,,Wilton Manors,26.15967,-80.12177,Entire home/apt,175,3,79,2019-06-28,2.46,1,314
15483755,630B Fort Lauderdale 1.5 mi to Beach & Las Olas,8487141,Eddie & Monika,,Fort Lauderdale,26.13146,-80.12324,Entire home/apt,90,1,136,2019-07-07,4.22,13,31
15484231,Stunning One Bedroom Unit on Ocean dr.,32802656,Alex,,Hallandale Beach,25.98632,-80.12074,Entire home/apt,150,2,14,2019-02-16,0.44,1,250
15495081,"Private Bedroom, close to Wilton Manors.",99510919,Anthony,,Oakland Park,26.17482,-80.14517,Private room,125,5,0,,,1,89
15498266,1Br/1Ba guest-house+parking. Close to Beach-Shops,99125370,Mike,,Fort Lauderdale,26.14173,-80.12374,Entire home/apt,90,1,188,2019-06-29,5.74,3,114
15500039,Beautiful OASIS house 2 miles to the beach,76425762,Denise,,Deerfield Beach,26.31003,-80.08927,Entire home/apt,200,5,3,2019-05-13,0.12,2,243
15507801,"Big backyard for entertaining close to beach, Golf",99625163,Claude,,Pompano Beach,26.2533,-80.09538,Entire home/apt,200,3,17,2019-06-17,0.53,1,237
15522060,TROPICAL GARDEN VILLA BY THE SEA  Steps to the Bch,95345600,Janet,,Lauderdale By The Sea,26.18884,-80.09759,Entire home/apt,135,3,23,2019-07-02,0.76,11,257
15529318,"F1(2WF) 1b1b shared pool,garden Walk dining, shops",43427041,Jeffery,,Wilton Manors,26.15704,-80.13055,Entire home/apt,84,3,10,2017-12-11,0.32,18,236
15530528,Paris bedroom,31784338,Valerie,,Wilton Manors,26.15654,-80.1289,Private room,50,2,18,2018-05-02,0.55,1,83
15534483,Blue Manor,99924558,Rezerve,,Wilton Manors,26.16185,-80.14274,Entire home/apt,375,3,59,2019-06-23,1.80,1,291
15536099,LunaSea Unit-1  Newly Renovated 1 Bed / 1 Bath,80914824,Alan,,Fort Lauderdale,26.11187,-80.13845,Entire home/apt,95,1,67,2019-05-01,3.93,7,287
15537546,3/2 Beautiful Pool home 2 miles from Beach,26557549,Steve,,Hollywood,26.02133,-80.1411,Entire home/apt,200,2,30,2019-04-19,0.94,5,280
15552256,Relaxing two bedroom Apt in a Golf Course and pool,35674019,Fenix,,Pompano Beach,26.22075,-80.1715,Entire home/apt,62,15,3,2018-03-06,0.10,1,365
15557662,"F1B(6WF) Elegant Studio,pool,walk dining/shops",43427041,Jeffery,,Wilton Manors,26.15746,-80.12889,Entire home/apt,99,3,12,2018-12-17,0.38,18,0
15559652,✦✦BEACHFRONT✦✦ Resort in a Studio Suite ☼ 4 POOLS!,62926650,ResortShare3,,Pompano Beach,26.24329,-80.08772,Private room,85,2,14,2019-04-28,0.49,11,236
15560148,1 mille Hollywood beach 1 private Bedroom,100189241,Louise,,Hollywood,26.02221,-80.13949,Private room,40,5,45,2019-06-19,1.35,2,0
15560464,Comfortable appartment second floor,100189241,Louise,,Hollywood,26.02183,-80.13886,Entire home/apt,59,5,20,2019-05-28,0.60,2,73
15570290,State of the art condo on the beach,23417974,Jacky,,Hallandale Beach,25.97964,-80.1182,Entire home/apt,110,30,1,2018-10-11,0.11,1,180
15572520,Great home with magnificent view,100305475,Jose,,Pembroke Pines,26.03751,-80.4061,Private room,50,1,66,2018-03-28,2.02,1,365
15574061,Best Location - Steps to Las Olas and the Beach,48761282,Angela,,Fort Lauderdale,26.12657,-80.1275,Entire home/apt,111,8,2,2018-03-25,0.06,2,179
15579645,sorry ! rented,77734969,Edgar,,Hollywood,26.02056,-80.11838,Entire home/apt,1400,3,0,,,2,363
15580906,Pleas'd In Wilton Manors Pool Home 4 Bedroom 3 Ba,12061448,Larry,,Wilton Manors,26.16131,-80.12523,Entire home/apt,269,5,15,2019-05-13,0.52,11,86
15581097,★ SPACIOUS 1 BR in a Luxurious Beachfront Resort ★,62926650,ResortShare3,,Pompano Beach,26.24111,-80.08944,Private room,120,2,3,2019-03-16,0.18,11,178
15590219,"Wonderful escape ON the beach, leave your stress!",100441628,Pena,,Hollywood,25.99234,-80.11697,Entire home/apt,162,28,1,2018-02-09,0.06,1,365
15596074,626A Fort Lauderdale 1.5 mi to Beach & Las Olas,8487141,Eddie & Monika,,Fort Lauderdale,26.13134,-80.12244,Entire home/apt,114,1,127,2019-07-10,3.98,13,53
15602787,1/1  cottage a step from the Ocean & city center,93316286,Denitsa,,Lauderdale By The Sea,26.18958,-80.09583,Entire home/apt,125,1,119,2019-07-01,3.93,4,170
15602829,Studio step from the Ocean & Entertainment,93316286,Denitsa,,Lauderdale By The Sea,26.18929,-80.09545,Entire home/apt,89,1,128,2019-06-28,4.24,4,157
15604665,Casa Poinciana - Private getaway,81931475,Deborah,,Fort Lauderdale,26.1483,-80.13663,Entire home/apt,350,31,7,2018-02-20,0.24,1,173
15617128,Downtown Neighborhood Loft,35824981,Nichole,,Fort Lauderdale,26.11708,-80.14594,Entire home/apt,85,2,87,2019-06-24,2.69,3,255
15625604,Hallandale  Studio,90188939,Eva,,Hallandale Beach,25.97852,-80.15328,Entire home/apt,80,1,24,2019-06-02,1.33,2,364
15632689,Cozy and spacious bedroom,7019460,Giancarlo,,Davie,26.09982,-80.2694,Private room,30,4,0,,,1,365
15640040,New List - River Beach Waterfront Heated Pool Home,100883624,Christina,,Dania Beach,26.07753,-80.1944,Entire home/apt,175,3,14,2019-05-14,0.60,1,199
15640488,Comfortable bedroom with queen bed near the Drive,1433887,Daniel,,Wilton Manors,26.16187,-80.13422,Private room,65,2,44,2019-07-10,1.42,3,170
15642837,Yael,100912691,Yael,,Hollywood,25.98773,-80.11991,Entire home/apt,149,2,0,,,1,89
